HCPCS_Cd,HCPCS_Desc,Provider_Count,Service_Records,Total_Beneficiaries,Total_Services,Avg_Medicare_Payment,Avg_Submitted_Charge,Avg_Allowed_Amount
A9577,"Injection, gadobenate dimeglumine (multihance), per ml",18,18,649,7794,1.4591813773666666,8.33093626593889,1.8275413447
20605,Aspiration and/or injection of fluid from medium joint,187,187,5300,7739,38.16045409985561,184.38046261630484,51.281835472374325
82533,"Cortisol (hormone) measurement, total",18,18,4428,7601,16.0382208015,59.04953441288889,16.0382208015
83525,"Insulin measurement, total",17,17,5861,7596,11.250783199999999,43.61651683047059,11.250783199999999
G0447,"Face-to-face behavioral counseling for obesity, 15 minutes",91,91,3888,7582,26.099354311520877,52.640783374043956,26.099354311520877
93320,"Ultrasound of heart blood flow, valves and chambers",209,210,7368,7579,17.544364510604762,172.50039387547142,22.37856452457143
76512,2d ultrasound scan of eye tissue and structures,68,68,4477,7532,37.665330842397054,233.49388396220587,49.90779856064706
Q3014,Telehealth originating site facility fee,51,51,2348,7515,18.93404204054902,62.8704251162549,26.754104649450984
Q4186,"Epifix, per square centimeter",5,5,77,7384,116.5907694774,292.117743156,146.32649512400002
76830,"Ultrasound scan of uterus, ovaries, tubes, cervix and pelvic area through vagina",269,269,6812,7357,63.51279692160966,280.3952714296134,88.2018389960223
86200,Measurement of antibody for rheumatoid arthritis assessment,27,27,5993,7346,12.680215506,55.9085027437037,12.680215506
99316,"Nursing facility discharge management, more than 30 minutes",170,170,6943,7302,74.12948809078823,229.5714474779353,94.54043325145882
96138,"Administration of psychological or neuropsychological test by technician, first 30 minutes",55,55,3860,7292,26.752186540036366,127.20785132421818,34.33982736283637
99226,"Follow-up observation care per day, typically 35 minutes",228,228,5471,7260,77.99198818785526,349.2591667422324,99.19180267143422
94618,Test for exercise-induced lung stress,131,131,6251,7228,21.94748601142214,114.24582675843511,28.81895101028244
73080,"X-ray of elbow, minimum of 3 views",319,320,6345,7228,11.6571411823725,69.56142117170626,15.987368827354999
Q4169,"Artacent wound, per square centimeter",1,1,16,7181,310.64034536,399.57652138,389.33398134
43235,"Diagnostic exam of esophagus, stomach, and/or upper small bowel using a flexible endoscope",243,243,7029,7178,109.61409891377366,904.9044204335391,140.7275461238683
66982,Complex removal of cataract with insertion of prosthetic lens,158,159,4738,7100,605.9553590265497,3064.513716513799,765.476452140027
96132,"Evaluation of neuropsychological test, first hour",92,93,5986,6983,96.32454646127957,321.8752869855914,124.81278611860215
93356,Heart muscle strain imaging,118,119,6853,6968,17.06150345662857,141.10119756093277,21.95991646284874
J7324,"Hyaluronan or derivative, orthovisc, for intra-articular injection, per dose",49,49,1751,6963,112.40385556530612,485.46870670877547,144.2787802165306
88321,Surgical pathology consultation and report on referred slides prepared elsewhere,86,86,6584,6909,69.82331645411628,317.37225510872094,89.25645387219767
G0471,Collection of venous blood by venipuncture or urine sample by catheterization from an individual in a skilled nursing facility (snf) or by a laboratory on behalf of a home health agency (hha),4,4,1853,6869,4.8719273668500005,8.252753737225,4.8719273668500005
87641,"Detection test by nucleic acid for staphylococcus aureus, methicillin resistant (mrsa bacteria), amplified probe technique",21,21,4445,6849,34.693680125095234,74.96645029895238,34.693680125095234
Q5111,"Injection, pegfilgrastim-cbqv, biosimilar, (udenyca), 0.5 mg",8,8,153,6828,141.1636519075,592.21103670625,177.21171798625
J1644,"Injection, heparin sodium, per 1000 units",6,6,325,6808,0.1609646764,3.42922431115,0.21293158363333334
J9201,"Injection, gemcitabine hydrochloride, not otherwise specified, 200 mg",15,15,243,6763,2.976846795926667,188.7210340454,3.74582684364
82044,Urine microalbumin (protein) analysis,149,149,5915,6747,6.098569514763759,19.18795038811141,6.098569514763759
64447,Injection of anesthetic agent and/or steroid into thigh nerve,270,270,6670,6734,38.8750135158926,944.634686611863,48.948417606507405
93978,"Complete ultrasound of aorta, vena cava, groin vessels or bypass grafts",119,120,6043,6723,96.07980913600834,374.245010056625,127.53616675882499
64484,"Injection of anesthetic and/or steroid drug into sacral spine nerve root using imaging guidance, each additional level",123,123,4879,6700,62.79522525191057,667.9914264733333,79.32477310621138
72050,"X-ray of upper spine, 4-5 views",230,230,6325,6606,24.192256258084782,124.49045641730001,33.270077480086954
G0181,Physician or allowed practitioner supervision of a patient receiving medicare-covered services provided by a participating home health agency (patient not present) requiring complex and multidisciplinary care modalities involving regular physician or allow,51,51,2343,6585,78.9012953444902,205.2494655529412,102.99504594805883
G0121,Colorectal cancer screening; colonoscopy on individual not meeting criteria for high risk,209,209,6526,6544,212.8922271087225,1018.5833000292344,212.8922271087225
J3475,"Injection, magnesium sulfate, per 500 mg",23,23,421,6449,0.5548136642913043,5.052967344260869,0.7034670234739131
A4220,Refill kit for implantable infusion pump,1,1,1872,6427,44.696942586,130.45962035,57.486119496
77001,Fluoroscopic guidance for insertion or removal of central vein access device,210,211,6022,6424,19.23108769730332,111.66618432324644,24.10641219887204
72197,Mri scan of pelvis before and after contrast,141,143,6258,6410,143.56579833636363,1154.7596842215385,188.9767770161958
11104,"Punch biopsy, first skin growth",213,213,5973,6375,82.99596933121597,260.51597156976527,112.41636692185917
86665,"Analysis for antibody to epstein-barr virus (mononucleosis virus), viral capsid",7,7,3199,6366,17.939287593714287,104.98703859428572,17.939287593714287
74019,"X-ray of abdomen, 2 views",226,226,5852,6351,10.836514575210176,67.45681835009735,14.68353413143938
99356,"Extended inpatient or observation hospital service, first hour",121,121,4542,6296,67.1803707253719,231.45946752545456,84.3778151342314
Q5115,"Injection, rituximab-abbs, biosimilar, (truxima), 10 mg",2,2,28,6280,40.705083175,122.5,51.2526978615
99425,"Principal care management services for a single high-risk disease, each additional 30 minutes provided personally by qualified health care professional, per calendar month",2,2,3223,6267,49.6811412875,115.0,62.310155881499995
76872,Ultrasound scan of pelvic region through rectum,171,171,6112,6265,74.4689059332924,330.19818330740935,94.9485594214269
R0070,"Transportation of portable x-ray equipment and personnel to home or nursing home, per trip to facility or location, one patient seen",6,6,4347,6242,134.375839625,300.21375494166665,170.59786224666666
96910,Therapy procedure using ultraviolet radiation with tar or petroleum jelly application,18,18,414,6195,96.12654333905556,239.5407322811111,122.41861438777778
86360,"T cell count and ratio, including ratio",4,4,3658,6189,46.41700361275,156.1612196655,46.41700361275
73140,"X-ray of finger, minimum of 2 views",191,191,4936,6167,17.834818975520943,78.75455503869634,24.91110232701309
90966,Home dialysis services per month (20 years or older),55,55,1163,6130,229.202029294,619.223973100909,290.9059303203636
11730,"Simple separation of fingernail or toenail from nail bed, first nail",120,121,4906,6116,80.09541605973553,189.07645707334711,111.10437727173554
99304,"Initial nursing facility visit per day, typically 25 minutes",103,104,5687,6107,67.62524800376923,210.68038623123078,87.45448147791346
92504,Exam of ear using a microscope,71,71,4542,6105,18.57673188020563,73.7584786774648,25.3727340143
J2250,"Injection, midazolam hydrochloride, per 1 mg",39,39,1846,6080,0.11109022617692307,7.39123710103077,0.14211252226666668
87045,Stool culture,14,14,5840,6072,9.31141410197857,39.28112919914286,9.31141410197857
20552,"Injection of trigger points, 1-2 muscles",118,118,4022,6066,36.357423945567795,204.2811659846356,48.752313731822035
88189,"Flow cytometry technique for dna or cell analysis, 16 or more markers",66,66,5550,6035,66.38906461410605,421.3323984218182,84.6260690579394
82175,Arsenic level,2,2,5337,6012,18.7319274415,79.27887045,18.7319274415
01992,"Anesthesia for nerve block and injection procedure, prone position",87,87,4381,6010,91.98938219316092,1675.4273015950573,116.73571997266667
13132,"Complicated repair of wound of forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, or feet, 2.6-7.5 cm",83,83,5352,5973,244.70955831879516,983.0531199686747,309.4985254790361
G0277,"Hyperbaric oxygen under pressure, full body chamber, per 30 minute interval",3,3,59,5957,156.96281352333332,395.32511210666667,197.18413706333334
90688,"Influenza vaccine, quadrivalent, 0.5 ml dosage",137,137,5893,5955,19.85586936229927,39.463336506167884,19.85586936229927
99406,"Smoking and tobacco use intensive counseling, 4-10 minutes",158,158,3848,5928,14.371921664846203,35.12368588088607,14.371921664846203
86480,"Tuberculosis test, gamma interferon",18,18,5663,5912,60.903255968277776,203.24130357555555,60.903255968277776
70491,Ct scan of soft tissue of neck with contrast,195,198,5496,5901,64.08223684869697,413.94179733540403,85.07996444088889
93228,Electrocardiogram (ecg) up to 30 days continuous with review and report by health care professional,160,160,5823,5894,19.868955870593748,96.77511290868125,25.60137646190625
73060,"X-ray of upper arm, minimum of 2 views",220,221,4782,5857,7.630029290011764,53.16734243574299,10.33371779527466
0241U,"Respiratory infectious agent detection by rna for severe acute respiratory syndrome coronavirus 2 (covid 19), influenza a, influenza b, and respiratory syncytial virus, upper respiratory specimen, each reported as detected or not detected",64,64,4757,5839,139.94491434515626,265.5097475632812,139.94491434515626
85379,"Coagulation function measurement, d-dimer; quantitative",18,18,4786,5827,9.94482300365,72.25623504055555,9.94482300365
11046,"Removal of muscle and/or tissue, each additional 20.0 sq cm or less",23,23,579,5779,50.37721185682609,202.29239794486958,63.08526308995652
95816,"Measurement of brain wave activity (eeg), awake and drowsy",129,129,5575,5760,126.36540602627133,444.77191052704654,161.14795564661242
G9678,Oncology care model (ocm) monthly enhanced oncology services (meos) payment for ocm enhanced services. g9678 payments may only be made to ocm practitioners for ocm beneficiaries for the furnishment of enhanced services as defined in the ocm participation a,33,33,1787,5697,159.49141933909092,277.31253362030304,159.49141933909092
72070,"X-ray of middle spine, 2 views",201,201,4967,5684,13.774120109931342,85.02289444404478,18.75430329779403
92025,Ct scan of cornea,111,111,5155,5660,24.898414702972975,100.0781616372072,34.30595407326126
64450,Injection of anesthetic agent and/or steroid into other nerve or branch,117,117,3012,5649,34.37504786433333,559.3228582945385,43.969981481059826
97012,Application of mechanical traction,51,51,1054,5591,8.805361398615688,37.7597820942549,11.465058279656862
94375,Test to measure rate of airflow,48,48,4492,5586,22.349934415575003,84.349238618375,29.794951337812503
G0402,"Initial preventive physical examination; face-to-face visit, services limited to new beneficiary during the first 12 months of medicare enrollment",349,349,5583,5583,162.4932703173811,327.36399445320916,162.4932703173811
87209,Special stain for parasites,4,4,4035,5579,17.7080542325,78.8070355285,17.7080542325
62321,Injection of substance into middle or upper spine canal using imaging guidance,142,142,4210,5569,161.44942698195774,1475.2274842357747,208.2712275516972
91303,"Severe acute respiratory syndrome coronavirus 2 (covid-19) vaccine, dna, spike protein, adenovirus type 26 (ad26) vector, preservative free, 5x1010 viral particles/0.5ml dosage, for intramuscular use",1,1,5425,5520,0.01,0.01,0.01
99282,Emergency department visit for problem of mild to moderate severity,199,199,5254,5516,30.008428115788945,215.78617691152263,41.25282211192462
99153,"Use of a drug to induce depression of consciousness by physician performing a procedure, each additional 15 minutes",54,54,1751,5513,8.513819720753704,54.34390276511111,10.779844503424075
77338,Design and construction of radiation treatment device for high precision radiation therapy,110,110,4385,5478,237.9143629780909,1110.7358234224546,297.8981700139091
85014,Red blood cell concentration measurement,41,41,3579,5475,2.339074415687805,10.24076610600244,2.339074415687805
82172,Apolipoprotein level,7,7,2494,5462,20.657594286428573,47.07948600071428,20.657594286428573
84270,Sex hormone binding globulin (protein) level,20,20,4857,5437,21.3588620566,76.10669764335,21.3588620566
93248,Heart rhythm review and interpretation of continous external ekg over 8-15 days,158,158,5287,5430,20.867849726367087,93.9929966098291,27.072487993898736
J7030,"Infusion, normal saline solution , 1000 cc",77,77,2162,5392,2.0380382226584413,20.962417142345455,2.608539816164935
13121,"Complicated repair of wound of scalp, arms, or legs, 2.6-7.5 cm",91,92,4796,5382,253.65967390756524,1070.6144904152175,321.0092114398913
86677,Analysis for antibody to helicobacter pylori (gastrointestinal bacteria),5,5,3994,5378,16.561502541800003,44.054,16.561502541800003
83010,Haptoglobin (serum protein) level,13,13,4125,5368,12.375323359692308,55.280509744538456,12.375323359692308
Q5122,"Injection, pegfilgrastim-apgf, biosimilar, (nyvepria), 0.5 mg",8,8,168,5328,178.65860558,858.4300000000001,223.90475110625
95938,Placement of skin electrodes and measurement of stimulated sites on arms and legs,28,28,5218,5294,53.98896007657142,1782.6653943232143,68.791306599
72146,Mri scan of middle spinal canal without contrast,192,192,4957,5293,76.23590005032291,738.4880062336459,98.36931687957814
87529,"Detection test by nucleic acid for herpes simplex virus, amplified probe technique",19,19,2352,5291,34.73058619789474,110.09041494578948,34.73058619789474
A9555,"Rubidium rb-82, diagnostic, per study dose, up to 60 millicuries",26,26,3075,5279,399.7316206365385,1103.0628870453847,500.7703751130769
29581,"Application of vein wound compression bandages on lower leg, ankle, and foot",28,28,967,5277,62.55402722910714,207.41746334714284,79.89360056700001
64490,"Injection of upper or middle spine facet joint using imaging guidance, single level",115,115,3032,5258,162.3576621270261,1429.552600120348,207.71415783382608
11301,"Shaving of skin growth of body, arms, or legs, 0.6-1.0 cm",92,92,4264,5252,73.22846806394566,238.37316510326087,101.94184141046739
88108,"Cell examination of specimen, concentration technique",73,73,4323,5242,19.410852064342468,117.87635242821918,24.791331321986302
76882,Limited ultrasound scan of joint or other extremity structure lacking blood vessels,142,142,3891,5199,28.72812781771831,129.1763054536831,38.9486310599507
97163,"Evaluation for physical therapy, typically 45 minutes",197,197,4864,5199,74.05439366789341,192.90293507484773,100.1395791649797
84436,"Thyroxine (thyroid chemical), total",39,39,3785,5191,6.777475543776923,27.408574538705132,6.777475543776923
77290,"Obtaining data needed to develop the optimal radiation treatment, 3 or more treatment areas or any number of treatment areas where special treatment is involved",127,128,4462,5166,141.32708317353905,752.2860067805469,178.5318974454453
93351,"Ultrasound of heart with continuous electrocardiogram (ecg) during rest, exercise and/or drug induced stress with review and report",136,137,5102,5156,134.1671031600511,635.2945660946715,177.71388166274454
92928,"Insertion of stents with balloon dilation of coronary artery or branch, single artery or branch",148,148,4189,5120,432.3748788156081,1979.4800919774323,544.8804114236486
G6013,"Radiation treatment delivery,3 or more separate treatment areas, custom blocking, tangential ports, wedges, rotational beam, compensators, electron beam; 11-19 mev",27,27,719,5117,190.52781047777776,872.2200467714815,240.18695274740742
97165,"Evaluation for occupational therapy, typically 30 minutes",132,132,4875,5108,77.31879326443939,198.79882796062878,102.52777198061364
84681,C-peptide (protein) level,16,16,2697,5095,20.528687098375002,61.7395349475,20.528687098375002
88377,"Microscopic genetic analysis of tissue, manual, each additional multiplex stain procedure",25,25,1739,5081,69.40341145276,305.19173245639996,87.54749859395999
85007,Microscopic examination for white blood cells with manual cell count,30,30,1862,5080,3.7409995231899997,17.158161904766665,3.7409995231899997
G0452,Molecular pathology procedure; physician interpretation and report,24,24,3450,5058,35.665947575208335,121.29332257975,46.207730421791666
93224,Electrocardiogram (ecg) 2-day continuous with review and report by health care professional,112,112,4849,5039,55.364627480785714,400.5460770294643,73.42969698026786
J3590,Unclassified biologics,26,26,1065,5008,1111.2295798886155,2387.3976179479614,1394.1568976566539
82985,Glycated protein level,8,8,3111,5004,15.483275565175001,60.221861597,15.483275565175001
86413,Quantitative measurement of severe acute respiratory syndrome coronavirus 2 (covid-19] antibody,1,1,1577,4995,50.6262002,115.69056256,50.6262002
Q5123,"Injection, rituximab-arrx, biosimilar, (riabni), 10 mg",2,2,29,4990,43.2875749115,196.951791665,54.236716023
96374,Injection of drug or substance into vein,82,82,2876,4976,29.55684809939024,196.8553593339634,38.65060556109756
J9395,"Injection, fulvestrant, 25 mg",5,5,85,4970,9.90835933428,162.6591136374,12.578633980000001
G0268,Removal of impacted cerumen (one or both ears) by physician on same date of service as audiologic function testing,80,80,4728,4962,36.3714854548625,128.8754476393625,49.7106808965125
86147,Cardiolipin antibody (tissue antibody) measurement,8,8,1630,4958,24.57555825025,63.74035084825,24.57555825025
93227,Electrocardiogram (ecg) 2-day continuous with review by health care professional,130,130,4691,4923,13.544444112003077,126.8262449581,18.556530979915387
J9305,"Injection, pemetrexed, not otherwise specified, 10 mg",2,2,24,4918,54.098642012499994,195.04853273,67.8077082595
95810,Sleep study in sleep lab (6 years or older),93,93,4646,4915,204.8391495474946,1087.9718208108602,262.7329910897097
R0075,"Transportation of portable x-ray equipment and personnel to home or nursing home, per trip to facility or location, more than one patient seen",7,7,4053,4904,74.45083991028571,223.95056203714284,97.87818768685715
22853,Insertion of cage or mesh device to spine bone and disc space during spine fusion,122,122,2981,4902,144.94875452481966,1364.7684718780326,181.393158014
82652,"Dihydroxyvitamin d, 1, 25 level",12,12,4496,4902,36.03615007658333,152.86653373416667,36.03615007658333
83090,Homocysteine (amino acid) level,12,12,3520,4893,17.688416303083333,92.93072094041666,17.688416303083333
82542,Chemical analysis using chromatography technique,5,5,3466,4878,23.7109388426,113.195882768,23.7109388426
17313,"Removal and microscopic exam of growth of trunk, arms, or legs, 1-5 tissue blocks",63,63,3864,4874,442.83563699301584,1449.8824494573016,564.695838964127
84146,Prolactin (milk producing hormone) level,20,20,3677,4843,19.0280800554,71.69086284925001,19.0280800554
87502,Detection test by nucleic acid for multiple types influenza virus,140,140,4350,4839,93.15579276140714,206.2182925317643,93.15579276140714
36556,Insertion of non-tunneled central venous tube for infusion (5 years or older),218,218,4570,4825,65.36854400959174,672.6522504276606,82.3748253655734
U0002,"2019-ncov coronavirus, sars-cov-2/2019-ncov (covid-19), any technique, multiple types or subtypes (includes all targets), non-cdc",84,84,3335,4811,50.22822848742857,117.64400884785714,50.22822848742857
81206,Translocation analysis (bcr/abl1) major breakpoint,5,5,2546,4784,161.74077426,464.77577777799996,161.74077426
Q5117,"Injection, trastuzumab-anns, biosimilar, (kanjinti), 10 mg",1,1,18,4773,33.42256233,320.0,42.047020742
Q4173,"Palingen or palingen xplus, per square centimeter",3,3,48,4743,353.0446758166666,450.92175338,442.26269441666665
65855,Laser repair to improve eye fluid flow,91,91,3400,4743,159.89495019174726,1036.318443525055,212.697899219011
51700,Simple bladder irrigation and/or instillation,106,106,3203,4704,51.09053112883019,271.99288769393394,66.45863327837736
76881,Complete ultrasound scan of joint,50,50,3083,4699,38.86823479768,198.67606473604,52.00694168172
G2024,"Specimen collection for severe acute respiratory syndrome coronavirus 2 (sars-cov-2) (coronavirus disease [covid-19]) from an individual in a snf or by a laboratory on behalf of a hha, any specimen source",2,2,446,4699,25.3257010265,50.46,25.3257010265
83001,"Gonadotropin, follicle stimulating (reproductive hormone) level",17,17,3607,4691,18.28903308352941,61.95792784894118,18.28903308352941
72158,Mri scan of lower spinal canal before and after contrast,186,186,4568,4667,125.95771829526882,1099.577887164301,162.6196048226828
97022,Application of whirlpool therapy,25,25,944,4656,9.640989473208,54.42426510356,12.47121399656
49083,Drainage of fluid from abdominal cavity using imaging guidance,117,117,2316,4652,84.61104131648719,655.9675206679487,107.62008903033333
84144,Progesterone (reproductive hormone) level,5,5,3572,4650,20.5580714218,79.08255026,20.5580714218
88344,"Special stained specimen slides to examine tissue, each multiplex procedure",55,55,2054,4644,56.650899879290904,205.4400424259091,71.45422877163637
95911,"Nerve conduction, 9-10 studies",110,110,4532,4625,154.3702032100818,777.4220101306363,201.93742790309088
83521,Measurement of immunoglobulin light chains,20,20,1463,4623,16.8915407195,63.33967836265,16.8915407195
82270,Stool analysis for blood to screen for colon tumors,63,63,4612,4612,4.301858591279365,16.66166107703175,4.301858591279365
51702,Simple insertion of temporary bladder tube,114,114,2202,4583,41.7328010985,213.4081233239649,56.10275828741228
94727,Test to determine lung volumes using gas dilution or washout,81,81,4356,4582,23.004866991179014,89.33154920830864,29.951904630382714
11900,"Injection into skin growth, 1-7 growths",163,163,3281,4582,32.806372184803685,122.25682664741718,45.085636522521476
J2930,"Injection, methylprednisolone sodium succinate, up to 125 mg",81,81,1857,4567,4.28695920208642,24.962123921912344,5.68043155088889
72128,Ct scan of middle spine without contrast,181,181,4524,4561,40.49199745895027,319.2091989012099,52.65441627629834
70544,Mri scan of blood vessels of head without contrast,161,161,4487,4558,63.227977022850936,532.4807900146335,81.52532102932919
86335,"Immunologic analysis technique on body fluid, other fluids with concentration",27,27,2941,4542,16.81165629440741,86.52665221414816,19.390713541925926
36902,Insertion of needle and/or tube into hemodialysis circuit and balloon dilation of dialysis segment with review by radiologist,57,57,3085,4542,491.1233485107017,2414.6861881473687,623.1826585977193
92273,Measurement of retinal and optic nerve function,19,19,3600,4522,94.74785853557894,217.8032560889474,125.7364916068421
93926,Ultrasound of one leg arteries or artery grafts,145,145,3745,4515,47.43819739389655,255.3897384779724,62.17267443552413
11602,"Removal of cancer skin growth of body, arms, or legs, 1.1-2.0 cm",129,129,3968,4512,99.67506116534109,516.5773336113178,127.58705976678293
84478,Triglycerides level,11,11,3070,4499,5.670989770054546,25.60927321309091,5.670989770054546
84155,"Total protein level, blood",23,23,3056,4452,3.608742689930435,18.38885635615652,3.608742689930435
87634,"Detection test by nucleic acid for respiratory syncytial virus, amplified probe technique",3,3,3302,4435,69.82454016000001,197.68999999999997,69.82454016000001
90756,"Influenza vaccine, quadrivalent derived from cell cultures",101,101,4410,4435,29.46650956789109,47.362633722732674,29.46650956789109
22614,Fusion of additional segment of spine,75,75,1547,4430,241.70066169370665,1575.2004044750931,302.3090472714666
87389,Detection test by immunoassay technique for hiv-1 antigen and hiv-1 and hiv-2 antibodies,6,6,4262,4404,23.558620684666664,78.76234823166666,23.558620684666664
93244,"Heart rhythm review, and interpretation of continous external ekg over more than 48 hours up to 7 days",141,141,4265,4388,18.694093572851063,88.7522245021844,24.360235908191488
97124,"Therapy procedure using massage, each 15 minutes",21,21,679,4381,21.28667407395238,55.41795619995238,27.750758034952383
95811,Sleep study in sleep lab with continuous airway pressure (6 years or older),106,107,4166,4354,216.15720400286918,1305.5766207226168,277.1272301114953
97802,"Therapy procedure for nutrition management, each 15 minutes",40,40,1090,4350,31.496080397925,69.684695965275,31.496080397925
99347,"Established patient home visit, typically 15 minutes",32,32,1744,4330,37.776874276437496,136.31097281078124,54.32056755875
J9022,"Injection, atezolizumab, 10 mg",1,1,12,4320,64.008655093,142.0,80.263506944
84484,"Troponin (protein) analysis, quantitative",31,31,3827,4298,12.29530079451613,117.13294788209677,12.29530079451613
99183,Management of oxygen chamber therapy,22,22,432,4288,83.69003299190909,407.8269159468182,105.20135551563637
93283,Programming of dual lead implantable defibrillator system,102,102,3157,4286,59.62972829464706,239.09960419558826,81.57191724938235
92526,Treatment of swallowing and feeding disorder,17,17,461,4251,70.66430411764705,216.66806100235294,89.30169584017646
00790,Anesthesia for other procedure on upper abdomen,281,281,4216,4244,189.3905914075587,2353.8276411541638,239.71289743003558
96160,Administration and interpretation of patient-focused health risk assessment,39,39,2343,4238,1.7866362918153846,30.770341635141023,2.4920202605358974
86800,Thyroglobulin (thyroid protein) antibody measurement,16,16,3412,4220,15.681888494999999,60.7304897360625,15.681888494999999
88350,"Antibody evaluation, each additional single antibody stain procedure",22,22,730,4207,33.48911263304546,115.46266803781819,42.11084925077272
87799,"Detection test by nucleic acid for organism, quantification",6,6,1206,4189,42.223212945,162.97083298500002,42.223212945
76377,3d radiographic procedure with computerized image postprocessing,94,95,3943,4177,38.30482876154,233.73234601989472,49.21151884530527
87015,Concentration of specimen for infectious agents,11,11,2545,4173,6.567333883372727,33.70090766136364,6.567333883372727
G0483,"Drug test(s), definitive, utilizing (1) drug identification methods able to identify individual drugs and distinguish between structural isomers (but not necessarily stereoisomers), including, but not limited to gc/ms (any type, single or tandem) and lc/ms",30,30,2241,4171,242.02584872833333,657.4618761363333,242.02584872833333
78306,Nuclear medicine study of bone and/or joint whole body,136,136,3955,4130,53.93312021846323,294.7640826673235,70.07809491427206
73522,"X-ray of both hips, 3-4 views",123,123,3386,4107,27.393069929400813,119.43664544878861,37.87293209804065
99315,"Nursing facility discharge day management, 30 minutes or less",109,109,3869,4104,52.8981534556789,155.18471488700916,67.90135494433945
32555,Aspiration of fluid from chest cavity using imaging guidance,115,115,3293,4104,86.80109934594783,716.5163559259131,110.21970122344348
71101,"X-ray of ribs on side of body, minimum of 3 views",198,201,3947,4101,12.541186341244279,74.08311697013433,17.772966358527363
J0587,"Injection, rimabotulinumtoxinb, 100 units",2,2,31,4091,9.63979921165,36.0,12.0842245875
88300,"Pathology examination of tissue using a microscope, limited examination",113,114,3732,4048,4.024160254413157,39.775591958192976,5.166193747695615
77301,High precision radiation therapy planning,107,107,3734,4043,630.0814991617757,2916.5614133319627,790.4079689236448
87491,"Detection test by nucleic acid for chlamydia trachomatis, amplified probe technique",17,17,2953,4038,34.58604719294118,113.91120825023529,34.58604719294118
92060,Exam to measure eye deviation and range of motion,49,49,3316,3981,44.86911778657143,140.28828740895918,60.73920350657143
G0328,"Colorectal cancer screening; fecal occult blood test, immunoassay, 1-3 simultaneous",87,87,3956,3956,17.75183484096552,42.99652895009195,17.75183484096552
95720,"Measurement of brain wave activity with video (veeg), 12-26 hours with review and report by health care professional",47,47,1992,3953,167.76502223659574,881.287708069149,211.11388832148936
93975,Complete ultrasound of abdomen and pelvis artery and vein blood flow,125,125,3778,3952,111.73066919665601,536.60506893768,146.96946116231197
99484,"Care management services for behavioral health conditions, 20 minutes or more clinical staff time directed by health care professional",24,25,1133,3917,28.15979955624,108.64384115344001,37.29460915336
A0431,"Ambulance service, conventional air services, transport, one way (rotary wing)",11,11,3701,3867,4227.2212661818185,35139.638183636365,5301.857152418182
55700,Biopsy of prostate gland,122,122,3822,3855,166.15607493723772,818.7863531289345,219.8863609098115
81015,Urinalysis using microscope,19,19,2715,3853,2.991125518957895,13.299280440189474,2.991125518957895
90868,"Treatment using magnetic field to stimulate nerve cells in brain, subsequent delivery and management",8,8,176,3842,140.249868652375,543.7,176.408012492375
93284,Programming of multiple lead implantable defibrillator system,93,93,2646,3817,61.24455400707527,233.01459663849462,83.88395182326882
87631,"Detection test by nucleic acid for multiple types of respiratory virus, multiple types or subtypes, 3-5 targets",22,22,3250,3817,139.6895892718182,271.58982882818185,139.6895892718182
J7321,"Hyaluronan or derivative, hyalgan, supartz or visco-3, for intra-articular injection, per dose",33,33,826,3803,58.04170361857575,239.00661246475758,74.93622296154545
93288,"Evaluation of single, dual, multiple lead or leadless pacemaker system",88,88,2787,3799,31.859931553568185,108.88969130517044,43.83814771395455
43248,Insertion of guide wire with dilation of esophagus using a flexible endoscope,77,77,3533,3780,137.29510604642857,1044.497090752208,178.55152986633766
99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",87,87,3617,3773,14.140307232611494,48.43695668486207,18.746756486068964
82040,Albumin (protein) level,29,29,2180,3746,4.837095871793103,17.96786970505862,4.837095871793103
97166,"Evaluation for occupational therapy, typically 45 minutes",104,104,3401,3730,77.95550855517307,178.0959195676346,102.58855287767308
76519,Ultrasound scan to determine eye length and lens power,42,42,2687,3707,42.20473652183333,176.24202329183333,57.77452215983333
95819,"Measurement of brain wave activity (eeg), awake and asleep",94,94,3587,3697,149.29030143781915,429.0520095439362,190.11785314421277
G6017,"Intra-fraction localization and tracking of target or patient motion during delivery of radiation therapy (eg,3d positional tracking, gating, 3d surface tracking), each fraction of treatment",10,10,367,3686,69.19456407370001,391.13336800400003,87.1901318249
0053A,Adm sarscv2 30mcg trs-sucr 3,91,91,3662,3685,39.95869517646154,74.17405273945054,39.95869517646154
83002,"Gonadotropin, luteinizing (reproductive hormone) level",20,20,2639,3656,18.21798711955,78.8348254293,18.21798711955
83520,Measurement of substance using immunoassay technique,10,10,2488,3651,16.751746924600003,141.1526081986,16.751746924600003
87340,Detection test by immunoassay technique for hepatitis b surface antigen,15,15,3403,3642,9.975958513179998,44.2726695334,9.975958513179998
73501,"X-ray of hip, 1 view",111,111,3280,3610,11.854566274885586,63.73286236772071,16.010537873995496
87651,"Detection test by nucleic acid for strep (streptococcus, group a), amplified probe technique",67,67,3086,3605,34.41449080702986,95.52058103943284,34.41449080702986
51701,Insertion of temporary bladder tube,50,50,2872,3587,32.5756805793,188.46980559373998,43.37754711736
